id,plataforma,usuario,timestamp,comentario
413,X (Twitter),user69,2025-07-02 00:49:12,Muito bom!
414,X (Twitter),user300,2025-06-14 02:17:41,👏👏👏
415,X (Twitter),user123,2025-06-25 04:50:32,Conteúdo relevante.
416,X (Twitter),user138,2025-06-03 13:00:21,Excelente post!
417,X (Twitter),user203,2025-06-07 04:16:30,Sensacional mesmo!
418,X (Twitter),user227,2025-06-22 00:30:41,Top!
419,X (Twitter),user30,2025-06-09 14:25:46,Isso ajudou muito.
420,X (Twitter),user46,2025-07-02 03:30:23,"Esse tutorial foi bem claro e objetivo, me ajudou muito."
421,X (Twitter),user279,2025-06-02 21:25:47,Excelente uso de exemplos.
422,X (Twitter),user259,2025-06-14 15:57:30,Conteúdo relevante.
423,X (Twitter),user235,2025-06-17 15:49:49,Excelente conteúdo!
424,X (Twitter),user286,2025-06-04 11:15:54,Bacana!
425,X (Twitter),user47,2025-06-29 02:03:39,Sensacional!
426,X (Twitter),user168,2025-06-09 23:11:22,Conteúdo relevante.
427,X (Twitter),user142,2025-06-18 02:36:34,Curti demais o formato de apresentação.
428,X (Twitter),user188,2025-06-21 10:10:13,Adorei especialmente a forma como você explicou o tópico.
429,X (Twitter),user6,2025-06-22 12:07:31,Muito bom 😊
430,X (Twitter),user286,2025-06-22 16:41:56,👏👏👏
431,X (Twitter),user257,2025-07-01 19:33:00,Agradeço pelo post.
432,X (Twitter),user30,2025-06-15 22:02:57,Ótimo post!
433,X (Twitter),user219,2025-06-16 21:53:42,Bem interessante.
434,X (Twitter),user47,2025-06-24 15:59:06,Muito útil!
435,X (Twitter),user37,2025-06-05 00:34:31,Top!
436,X (Twitter),user157,2025-06-24 14:07:09,Pode explicar melhor?
437,X (Twitter),user250,2025-06-06 04:57:12,Adorei especialmente a forma como você explicou o tópico.
438,X (Twitter),user59,2025-06-26 10:03:57,Show de bola!
439,X (Twitter),user92,2025-06-20 23:27:48,Excelente conteúdo!
440,X (Twitter),user268,2025-06-19 04:06:10,Conteúdo relevante.
441,X (Twitter),user196,2025-06-11 13:05:02,Excelente conteúdo!
442,X (Twitter),user41,2025-06-24 21:13:23,Amo o jeito que você aborda o assunto.
443,X (Twitter),user16,2025-06-13 17:46:24,Muito bom!
444,X (Twitter),user231,2025-06-09 21:27:57,Gostaria de saber mais.
445,X (Twitter),user256,2025-06-26 17:50:59,Sensacional!
446,X (Twitter),user267,2025-07-01 14:08:17,"Exemplo muito prático, gostei!"
447,X (Twitter),user105,2025-06-04 05:17:11,Show de bola!
448,X (Twitter),user12,2025-06-02 22:48:48,Bem interessante.
449,X (Twitter),user3,2025-06-06 05:38:40,Muito bom 😊
450,X (Twitter),user30,2025-07-01 23:05:31,Gostei da abordagem prática e exemplos reais.
451,X (Twitter),user85,2025-06-03 12:22:11,Excelente post!
452,X (Twitter),user208,2025-06-25 04:22:33,Muito interessante.
453,X (Twitter),user247,2025-06-08 09:11:57,"Exemplo muito prático, gostei!"
454,X (Twitter),user217,2025-06-29 21:02:37,👏👏👏
455,X (Twitter),user194,2025-06-07 22:11:04,👏👏👏
456,X (Twitter),user266,2025-06-28 21:09:29,Ótimo trabalho!
457,X (Twitter),user293,2025-06-18 01:06:41,Sensacional!
458,X (Twitter),user151,2025-06-18 11:28:47,Muito esclarecedor.
459,X (Twitter),user199,2025-06-16 17:14:33,Qual ferramenta você usou?
460,X (Twitter),user205,2025-06-23 21:22:15,👏👏👏
461,X (Twitter),user199,2025-06-25 09:52:29,"Achei esta parte confusa, pode revisar?"
462,X (Twitter),user184,2025-06-29 05:27:43,Conteúdo relevante.
463,X (Twitter),user213,2025-06-25 12:45:33,Gostaria de saber mais.
464,X (Twitter),user15,2025-06-10 11:42:59,Conteúdo relevante.
465,X (Twitter),user72,2025-06-29 02:42:22,Adorei especialmente a forma como você explicou o tópico.
466,X (Twitter),user153,2025-06-25 07:10:42,#dica #aprendizado
467,X (Twitter),user108,2025-06-08 06:11:29,Me ajudou bastante.
468,X (Twitter),user138,2025-07-02 06:03:20,Me ajudou bastante.
469,X (Twitter),user133,2025-06-09 11:52:59,Valeu pelas dicas!
470,X (Twitter),user90,2025-06-15 14:55:07,Me ajudou bastante.
471,X (Twitter),user13,2025-06-14 21:25:19,Gostei bastante.
472,X (Twitter),user42,2025-06-26 11:41:17,Show de bola!
473,X (Twitter),user41,2025-07-02 01:36:26,Muito útil!
474,X (Twitter),user208,2025-06-13 06:45:08,Muito esclarecedor.
475,X (Twitter),user216,2025-06-11 14:50:02,Boa dica!
476,X (Twitter),user121,2025-06-08 01:36:49,Pode explicar melhor?
477,X (Twitter),user57,2025-06-24 03:46:07,Adorei especialmente a forma como você explicou o tópico.
478,X (Twitter),user17,2025-06-16 16:31:47,Sensacional mesmo!
479,X (Twitter),user24,2025-06-21 12:45:54,Legal demais.
480,X (Twitter),user30,2025-06-19 17:55:38,Gostei bastante.
481,X (Twitter),user150,2025-06-19 06:03:38,Sensacional mesmo!
482,X (Twitter),user90,2025-06-20 03:42:42,Gostei da abordagem prática e exemplos reais.
483,X (Twitter),user3,2025-06-10 08:47:33,Agradeço pelo post.
484,X (Twitter),user119,2025-06-10 11:26:16,Fantástico!
485,X (Twitter),user86,2025-06-26 19:13:19,Top!
486,X (Twitter),user215,2025-06-03 21:32:48,Fantástico!
487,X (Twitter),user178,2025-06-15 11:32:55,Gostei da abordagem prática e exemplos reais.
488,X (Twitter),user139,2025-06-13 16:58:00,Parabéns pelo trabalho!
489,X (Twitter),user90,2025-06-26 10:22:49,Pode explicar melhor?
490,X (Twitter),user120,2025-06-24 02:50:38,Agradeço pelo post.
491,X (Twitter),user298,2025-06-09 08:46:53,"Ótimas referências e fontes, obrigada!"
492,X (Twitter),user124,2025-06-25 16:37:13,Gostei bastante.
493,X (Twitter),user43,2025-06-13 06:00:04,"Exemplo muito prático, gostei!"
494,X (Twitter),user12,2025-06-30 13:10:23,Muito esclarecedor.
495,X (Twitter),user279,2025-06-19 02:53:23,Gostei bastante.
496,X (Twitter),user65,2025-06-14 19:31:17,#incrível
497,X (Twitter),user27,2025-06-18 06:22:54,Excelente conteúdo!
498,X (Twitter),user77,2025-07-01 07:24:02,Gostaria de saber mais.
499,X (Twitter),user51,2025-06-13 09:37:56,Que legal!
500,X (Twitter),user239,2025-06-19 15:50:38,Show de bola!
